datetime,strike,option_type,open,high,low,close,volume,trade_count
2022-12-15 14:30:00,361.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,362.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,362.0,C,28.47,28.47,28.47,28.47,66,1
2022-12-15 11:30:00,362.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,362.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,362.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,362.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,362.0,P,0.01,0.01,0.01,0.01,2,2
2022-12-15 10:30:00,362.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,362.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,362.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,362.0,P,0.01,0.01,0.01,0.01,3,1
2022-12-15 14:30:00,362.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,363.0,C,27.8,27.8,27.8,27.8,1,1
2022-12-15 10:30:00,363.0,C,28.7,28.7,27.26,27.26,54,3
2022-12-15 11:30:00,363.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,363.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,363.0,C,25.46,25.46,25.46,25.46,53,1
2022-12-15 14:30:00,363.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,363.0,P,0.01,0.01,0.01,0.01,2,2
2022-12-15 10:30:00,363.0,P,0.01,0.01,0.01,0.01,2,2
2022-12-15 11:30:00,363.0,P,0.01,0.01,0.01,0.01,1,1
2022-12-15 12:30:00,363.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,363.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,363.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,365.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,365.0,C,25.96,25.96,25.96,25.96,35,1
2022-12-15 11:30:00,365.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,365.0,C,24.3,24.3,23.29,23.29,601,6
2022-12-15 13:30:00,365.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,365.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,365.0,P,0.01,0.01,0.01,0.01,6,6
2022-12-15 10:30:00,365.0,P,0.01,0.01,0.01,0.01,12,7
2022-12-15 11:30:00,365.0,P,0.01,0.01,0.01,0.01,10,8
2022-12-15 12:30:00,365.0,P,0.01,0.01,0.01,0.01,3,1
2022-12-15 13:30:00,365.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,365.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,366.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,366.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,366.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,366.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,366.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,366.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,366.0,P,0.01,0.01,0.01,0.01,6,6
2022-12-15 10:30:00,366.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,366.0,P,0.01,0.01,0.01,0.01,3,2
2022-12-15 12:30:00,366.0,P,0.01,0.01,0.01,0.01,5,4
2022-12-15 13:30:00,366.0,P,0.01,0.01,0.01,0.01,7,5
2022-12-15 14:30:00,366.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,367.0,C,26.03,26.03,26.03,26.03,17,1
2022-12-15 10:30:00,367.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,367.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,367.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,367.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,367.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,367.0,P,0.01,0.01,0.01,0.01,4,4
2022-12-15 10:30:00,367.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,367.0,P,0.01,0.01,0.01,0.01,1,1
2022-12-15 12:30:00,367.0,P,0.01,0.01,0.01,0.01,11,5
2022-12-15 13:30:00,367.0,P,0.01,0.01,0.01,0.01,2,2
2022-12-15 14:30:00,367.0,P,0.01,0.01,0.01,0.01,1,1
2022-12-15 09:30:00,368.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,368.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,368.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,368.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,368.0,C,20.37,20.37,20.37,20.37,1,1
2022-12-15 14:30:00,368.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,368.0,P,0.01,0.01,0.01,0.01,4,4
2022-12-15 10:30:00,368.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,368.0,P,0.01,0.01,0.01,0.01,6,4
2022-12-15 12:30:00,368.0,P,0.01,0.01,0.01,0.01,18,8
2022-12-15 13:30:00,368.0,P,0.01,0.01,0.01,0.01,1,1
2022-12-15 14:30:00,368.0,P,0.01,0.01,0.01,0.01,2,1
2022-12-15 09:30:00,369.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,369.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,369.0,C,20.21,20.21,20.21,20.21,36,1
2022-12-15 12:30:00,369.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,369.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,369.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,369.0,P,0.01,0.01,0.01,0.01,4,3
2022-12-15 10:30:00,369.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,369.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,369.0,P,0.01,0.01,0.01,0.01,13,3
2022-12-15 13:30:00,369.0,P,0.01,0.01,0.01,0.01,2,2
2022-12-15 14:30:00,369.0,P,0.01,0.01,0.01,0.01,4,4
2022-12-15 09:30:00,370.0,C,23.5,23.7,23.5,23.7,3,3
2022-12-15 10:30:00,370.0,C,19.72,19.72,19.72,19.72,1,1
2022-12-15 11:30:00,370.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,370.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,370.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,370.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,370.0,P,0.01,0.01,0.01,0.01,61,33
2022-12-15 10:30:00,370.0,P,0.01,0.01,0.01,0.01,696,14
2022-12-15 11:30:00,370.0,P,0.01,0.01,0.01,0.01,63,22
2022-12-15 12:30:00,370.0,P,0.01,0.01,0.01,0.01,88,13
2022-12-15 13:30:00,370.0,P,0.01,0.01,0.01,0.01,46,29
2022-12-15 14:30:00,370.0,P,0.01,0.01,0.01,0.01,30,12
2022-12-15 09:30:00,371.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,371.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,371.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,371.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,371.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,371.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,371.0,P,0.01,0.01,0.01,0.01,49,8
2022-12-15 10:30:00,371.0,P,0.01,0.01,0.01,0.01,2,2
2022-12-15 11:30:00,371.0,P,0.01,0.01,0.01,0.01,5,5
2022-12-15 12:30:00,371.0,P,0.01,0.01,0.01,0.01,7,4
2022-12-15 13:30:00,371.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,371.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,372.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,372.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,372.0,C,17.14,17.14,17.14,17.14,1,1
2022-12-15 12:30:00,372.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,372.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,372.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,372.0,P,0.01,0.01,0.01,0.01,37,23
2022-12-15 10:30:00,372.0,P,0.01,0.02,0.01,0.01,5,5
2022-12-15 11:30:00,372.0,P,0.01,0.02,0.01,0.01,9,8
2022-12-15 12:30:00,372.0,P,0.01,0.01,0.01,0.01,70,12
2022-12-15 13:30:00,372.0,P,0.01,0.01,0.01,0.01,1,1
2022-12-15 14:30:00,372.0,P,0.01,0.01,0.01,0.01,10,1
2022-12-15 09:30:00,374.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,374.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,374.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,374.0,C,15.7,15.7,15.7,15.7,2,1
2022-12-15 13:30:00,374.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,374.0,C,15.03,15.03,15.03,15.03,1,1
2022-12-15 09:30:00,374.0,P,0.01,0.02,0.01,0.01,2133,53
2022-12-15 10:30:00,374.0,P,0.02,0.02,0.01,0.01,263,16
2022-12-15 11:30:00,374.0,P,0.01,0.02,0.01,0.01,334,30
2022-12-15 12:30:00,374.0,P,0.01,0.01,0.01,0.01,357,23
2022-12-15 13:30:00,374.0,P,0.01,0.02,0.01,0.01,531,43
2022-12-15 14:30:00,374.0,P,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,375.0,C,18.49,18.49,15.8,16.16,50,8
2022-12-15 10:30:00,375.0,C,16.66,16.66,14.38,14.57,389,9
2022-12-15 11:30:00,375.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,375.0,C,13.89,13.92,13.09,13.41,100,12
2022-12-15 13:30:00,375.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,375.0,C,13.93,14.4,13.93,14.4,2,2
2022-12-15 09:30:00,375.0,P,0.01,0.02,0.01,0.01,1389,76
2022-12-15 10:30:00,375.0,P,0.01,0.02,0.01,0.01,143,18
2022-12-15 11:30:00,375.0,P,0.01,0.02,0.01,0.01,41,9
2022-12-15 12:30:00,375.0,P,0.01,0.02,0.01,0.02,1069,33
2022-12-15 13:30:00,375.0,P,0.01,0.02,0.01,0.02,1004,52
2022-12-15 14:30:00,375.0,P,0.01,0.01,0.01,0.01,105,4
2022-12-15 09:30:00,376.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,376.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,376.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,376.0,C,12.8,12.8,12.8,12.8,13,1
2022-12-15 13:30:00,376.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,376.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,376.0,P,0.01,0.02,0.01,0.01,812,74
2022-12-15 10:30:00,376.0,P,0.01,0.02,0.01,0.01,113,42
2022-12-15 11:30:00,376.0,P,0.01,0.02,0.01,0.01,73,20
2022-12-15 12:30:00,376.0,P,0.01,0.02,0.01,0.01,94,21
2022-12-15 13:30:00,376.0,P,0.01,0.01,0.01,0.01,119,5
2022-12-15 14:30:00,376.0,P,0.02,0.02,0.01,0.01,13,3
2022-12-15 09:30:00,377.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,377.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,377.0,C,12.98,12.98,12.98,12.98,15,1
2022-12-15 12:30:00,377.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,377.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 14:30:00,377.0,C,13.25,13.64,12.73,13.05,13,11
2022-12-15 09:30:00,377.0,P,0.01,0.03,0.01,0.01,610,96
2022-12-15 10:30:00,377.0,P,0.01,0.03,0.01,0.01,256,86
2022-12-15 11:30:00,377.0,P,0.01,0.02,0.01,0.01,19,8
2022-12-15 12:30:00,377.0,P,0.01,0.02,0.01,0.01,42,19
2022-12-15 13:30:00,377.0,P,0.01,0.02,0.01,0.02,22,10
2022-12-15 14:30:00,377.0,P,0.01,0.02,0.01,0.01,480,40
2022-12-15 09:30:00,378.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,378.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,378.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,378.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,378.0,C,10.72,10.72,10.72,10.72,1,1
2022-12-15 14:30:00,378.0,C,10.67,10.67,10.67,10.67,2,1
2022-12-15 09:30:00,378.0,P,0.01,0.03,0.01,0.02,548,119
2022-12-15 10:30:00,378.0,P,0.02,0.05,0.01,0.02,361,111
2022-12-15 11:30:00,378.0,P,0.02,0.02,0.01,0.01,30,11
2022-12-15 12:30:00,378.0,P,0.02,0.03,0.01,0.01,164,24
2022-12-15 13:30:00,378.0,P,0.02,0.02,0.01,0.01,233,23
2022-12-15 14:30:00,378.0,P,0.01,0.01,0.01,0.01,182,21
2022-12-15 09:30:00,379.0,C,15.28,15.28,15.28,15.28,2,1
2022-12-15 10:30:00,379.0,C,11.7,11.71,11.7,11.71,2,2
2022-12-15 11:30:00,379.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 12:30:00,379.0,C,10.48,10.48,9.96,9.96,116,2
2022-12-15 13:30:00,379.0,C,9.37,9.65,9.37,9.49,87,4
2022-12-15 14:30:00,379.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 09:30:00,379.0,P,0.01,0.03,0.01,0.02,3398,157
2022-12-15 10:30:00,379.0,P,0.02,0.03,0.01,0.02,386,64
2022-12-15 11:30:00,379.0,P,0.01,0.04,0.01,0.01,743,44
2022-12-15 12:30:00,379.0,P,0.02,0.03,0.01,0.02,633,36
2022-12-15 13:30:00,379.0,P,0.02,0.03,0.01,0.01,434,42
2022-12-15 14:30:00,379.0,P,0.01,0.01,0.01,0.01,79,18
2022-12-15 09:30:00,380.0,C,14.56,14.56,10.56,11.29,151,21
2022-12-15 10:30:00,380.0,C,11.7,11.7,9.61,9.61,264,22
2022-12-15 11:30:00,380.0,C,9.61,9.7,8.85,9.26,122,9
2022-12-15 12:30:00,380.0,C,10.29,10.4,8.05,8.11,174,17
2022-12-15 13:30:00,380.0,C,8.29,8.73,8.22,8.51,121,30
2022-12-15 14:30:00,380.0,C,8.76,10.35,8.76,10.35,187,20
2022-12-15 09:30:00,380.0,P,0.03,0.04,0.01,0.02,4287,350
2022-12-15 10:30:00,380.0,P,0.03,0.03,0.01,0.02,2661,174
2022-12-15 11:30:00,380.0,P,0.02,0.03,0.02,0.02,1042,96
2022-12-15 12:30:00,380.0,P,0.02,0.03,0.02,0.03,1015,99
2022-12-15 13:30:00,380.0,P,0.03,0.03,0.01,0.02,987,81
2022-12-15 14:30:00,380.0,P,0.01,0.02,0.01,0.01,267,54
2022-12-15 09:30:00,381.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 10:30:00,381.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 11:30:00,381.0,C,8.6,8.6,8.6,8.6,2,1
2022-12-15 12:30:00,381.0,C,0.0,0.0,0.0,0.0,0,0
2022-12-15 13:30:00,381.0,C,7.41,7.59,7.41,7.47,40,3
2022-12-15 14:30:00,381.0,C,8.44,8.44,8.44,8.44,1,1
2022-12-15 09:30:00,381.0,P,0.03,0.04,0.02,0.03,1665,143
2022-12-15 10:30:00,381.0,P,0.04,0.05,0.01,0.03,781,103
2022-12-15 11:30:00,381.0,P,0.02,0.04,0.02,0.03,777,65
2022-12-15 12:30:00,381.0,P,0.03,0.06,0.02,0.03,310,51
2022-12-15 13:30:00,381.0,P,0.03,0.04,0.02,0.03,961,39
2022-12-15 14:30:00,381.0,P,0.02,0.02,0.01,0.01,656,58
2022-12-15 09:30:00,382.0,C,12.96,13.0,8.77,8.77,48,7
2022-12-15 10:30:00,382.0,C,8.73,9.8,7.3,7.72,39,14
2022-12-15 11:30:00,382.0,C,8.02,8.02,6.91,7.67,37,8
2022-12-15 12:30:00,382.0,C,7.78,7.78,6.27,6.27,11,3
2022-12-15 13:30:00,382.0,C,6.49,6.5,6.49,6.5,100,2
2022-12-15 14:30:00,382.0,C,7.36,8.66,7.36,7.97,14,5
2022-12-15 09:30:00,382.0,P,0.04,0.05,0.01,0.03,2080,237
2022-12-15 10:30:00,382.0,P,0.04,0.06,0.02,0.05,1910,179
2022-12-15 11:30:00,382.0,P,0.03,0.05,0.03,0.04,505,102
2022-12-15 12:30:00,382.0,P,0.03,0.05,0.03,0.04,280,75
2022-12-15 13:30:00,382.0,P,0.05,0.05,0.02,0.03,592,71
2022-12-15 14:30:00,382.0,P,0.02,0.03,0.01,0.01,385,89
2022-12-15 09:30:00,383.0,C,9.98,9.98,7.53,8.3,245,12
2022-12-15 10:30:00,383.0,C,7.99,8.67,6.62,6.78,29,10
2022-12-15 11:30:00,383.0,C,6.78,6.96,6.22,6.85,27,7
2022-12-15 12:30:00,383.0,C,6.81,6.81,5.15,5.37,88,13
2022-12-15 13:30:00,383.0,C,5.34,5.59,5.29,5.47,454,9
2022-12-15 14:30:00,383.0,C,6.74,7.44,6.14,7.44,531,12
2022-12-15 09:30:00,383.0,P,0.03,0.06,0.02,0.05,3794,336
2022-12-15 10:30:00,383.0,P,0.06,0.09,0.03,0.07,1990,241
2022-12-15 11:30:00,383.0,P,0.06,0.08,0.03,0.05,2280,188
2022-12-15 12:30:00,383.0,P,0.04,0.07,0.03,0.06,2290,251
2022-12-15 13:30:00,383.0,P,0.06,0.06,0.03,0.04,458,115
2022-12-15 14:30:00,383.0,P,0.03,0.04,0.01,0.01,2548,154
2022-12-15 09:30:00,384.0,C,10.0,10.0,6.89,7.5,95,18
2022-12-15 10:30:00,384.0,C,6.72,7.8,5.55,5.75,75,28
2022-12-15 11:30:00,384.0,C,5.15,6.07,5.05,5.74,23,10
2022-12-15 12:30:00,384.0,C,6.09,6.35,4.1,4.42,26,15
2022-12-15 13:30:00,384.0,C,4.5,4.8,4.13,4.13,134,10
2022-12-15 14:30:00,384.0,C,4.98,6.8,4.98,5.99,165,16
2022-12-15 09:30:00,384.0,P,0.04,0.1,0.03,0.07,4949,503
2022-12-15 10:30:00,384.0,P,0.07,0.15,0.04,0.1,4171,519
2022-12-15 11:30:00,384.0,P,0.1,0.12,0.05,0.07,2815,385
2022-12-15 12:30:00,384.0,P,0.06,0.12,0.04,0.08,4095,458
2022-12-15 13:30:00,384.0,P,0.08,0.09,0.04,0.05,2197,306
2022-12-15 14:30:00,384.0,P,0.05,0.05,0.01,0.01,2169,223
2022-12-15 09:30:00,385.0,C,8.38,8.87,5.65,6.2,540,62
2022-12-15 10:30:00,385.0,C,6.15,7.02,4.69,5.0,1086,113
2022-12-15 11:30:00,385.0,C,4.62,5.15,3.99,4.78,631,83
2022-12-15 12:30:00,385.0,C,4.85,5.15,3.1,3.47,1093,111
2022-12-15 13:30:00,385.0,C,3.27,4.0,3.2,3.29,1007,57
2022-12-15 14:30:00,385.0,C,3.76,5.75,3.76,5.44,845,100
2022-12-15 09:30:00,385.0,P,0.06,0.17,0.03,0.11,25983,1948
2022-12-15 10:30:00,385.0,P,0.12,0.25,0.06,0.16,19045,1913
2022-12-15 11:30:00,385.0,P,0.15,0.2,0.09,0.1,13312,1696
2022-12-15 12:30:00,385.0,P,0.11,0.22,0.07,0.14,17995,1690
2022-12-15 13:30:00,385.0,P,0.14,0.16,0.07,0.08,14025,1098
2022-12-15 14:30:00,385.0,P,0.08,0.09,0.01,0.02,14057,1010
2022-12-15 09:30:00,386.0,C,7.63,7.86,5.04,5.33,50,29
2022-12-15 10:30:00,386.0,C,4.8,5.83,3.73,3.93,185,39
2022-12-15 11:30:00,386.0,C,3.99,4.26,3.1,3.79,475,67
2022-12-15 12:30:00,386.0,C,4.11,4.52,2.32,2.61,1295,134
2022-12-15 13:30:00,386.0,C,2.54,3.05,2.32,2.46,2030,94
2022-12-15 14:30:00,386.0,C,2.83,4.76,2.83,3.86,388,51
2022-12-15 09:30:00,386.0,P,0.09,0.29,0.04,0.19,33703,2292
2022-12-15 10:30:00,386.0,P,0.19,0.4,0.11,0.26,28999,2937
2022-12-15 11:30:00,386.0,P,0.26,0.35,0.15,0.18,16606,2002
2022-12-15 12:30:00,386.0,P,0.18,0.42,0.12,0.26,28323,2223
2022-12-15 13:30:00,386.0,P,0.25,0.32,0.15,0.17,16303,1507
2022-12-15 14:30:00,386.0,P,0.17,0.17,0.01,0.01,13771,1353
2022-12-15 09:30:00,387.0,C,8.0,8.0,3.97,4.41,348,63
2022-12-15 10:30:00,387.0,C,3.99,5.15,2.8,3.15,896,107
2022-12-15 11:30:00,387.0,C,2.98,3.32,2.34,3.02,353,46
2022-12-15 12:30:00,387.0,C,3.35,3.5,1.62,1.82,3196,308
2022-12-15 13:30:00,387.0,C,1.75,2.17,1.57,1.85,2153,273
2022-12-15 14:30:00,387.0,C,1.74,3.85,1.74,3.64,1119,152
2022-12-15 09:30:00,387.0,P,0.13,0.47,0.06,0.3,23438,3431
2022-12-15 10:30:00,387.0,P,0.31,0.64,0.19,0.43,25118,3851
2022-12-15 11:30:00,387.0,P,0.43,0.59,0.28,0.31,19915,2887
2022-12-15 12:30:00,387.0,P,0.31,0.72,0.22,0.49,31415,3719
2022-12-15 13:30:00,387.0,P,0.49,0.59,0.3,0.36,19807,2751
2022-12-15 14:30:00,387.0,P,0.35,0.37,0.01,0.02,36138,2330
2022-12-15 09:30:00,388.0,C,5.78,5.78,3.16,3.57,502,60
2022-12-15 10:30:00,388.0,C,3.34,4.2,2.13,2.42,1186,147
2022-12-15 11:30:00,388.0,C,2.47,2.55,1.69,2.3,6261,429
2022-12-15 12:30:00,388.0,C,2.44,2.7,1.06,1.23,12427,1131
2022-12-15 13:30:00,388.0,C,1.19,1.52,0.92,1.1,22856,1904
2022-12-15 14:30:00,388.0,C,1.08,3.0,1.06,2.59,10784,1047
2022-12-15 09:30:00,388.0,P,0.19,0.71,0.08,0.49,44321,6051
2022-12-15 10:30:00,388.0,P,0.5,0.96,0.31,0.69,42667,6944
2022-12-15 11:30:00,388.0,P,0.68,0.95,0.47,0.54,33049,5415
2022-12-15 12:30:00,388.0,P,0.54,1.16,0.38,0.85,58136,6497
2022-12-15 13:30:00,388.0,P,0.85,1.0,0.55,0.68,44109,5147
2022-12-15 14:30:00,388.0,P,0.69,0.69,0.04,0.06,69444,4618
2022-12-15 09:30:00,389.0,C,4.83,4.9,2.49,2.88,894,107
2022-12-15 10:30:00,389.0,C,2.84,3.41,1.57,1.77,4876,566
2022-12-15 11:30:00,389.0,C,1.85,1.95,1.15,1.64,17491,1737
2022-12-15 12:30:00,389.0,C,1.67,2.04,0.62,0.73,25118,2699
2022-12-15 13:30:00,389.0,C,0.71,0.92,0.5,0.59,30905,3596
2022-12-15 14:30:00,389.0,C,0.59,2.06,0.59,1.74,27545,3648
2022-12-15 09:30:00,389.0,P,0.29,1.04,0.17,0.74,35789,6429
2022-12-15 10:30:00,389.0,P,0.75,1.38,0.38,1.05,49271,8582
2022-12-15 11:30:00,389.0,P,1.02,1.43,0.77,0.88,50935,7183
2022-12-15 12:30:00,389.0,P,0.89,1.73,0.64,1.36,51892,5609
2022-12-15 13:30:00,389.0,P,1.36,1.57,0.95,1.15,27824,2344
2022-12-15 14:30:00,389.0,P,1.19,1.23,0.13,0.15,64562,5416
2022-12-15 09:30:00,390.0,C,4.82,5.95,1.8,2.21,13361,1478
2022-12-15 10:30:00,390.0,C,2.18,2.66,1.09,1.27,25615,2949
2022-12-15 11:30:00,390.0,C,1.27,1.39,0.77,1.1,49590,5595
2022-12-15 12:30:00,390.0,C,1.08,1.42,0.34,0.4,54777,4991
2022-12-15 13:30:00,390.0,C,0.39,0.53,0.25,0.29,32161,2962
2022-12-15 14:30:00,390.0,C,0.3,1.29,0.29,0.99,61263,6893
